STATION,STATION_NAME,DATE,TMAX,TMIN
GHCND:UKM00003334,MANCHESTER UK,20020427,112,-9999
GHCND:UKM00003334,MANCHESTER UK,20020428,119,-9999
GHCND:UKM00003334,MANCHESTER UK,20020429,-9999,42
GHCND:UKM00003334,MANCHESTER UK,20020430,141,53
GHCND:UKM00003334,MANCHESTER UK,20020501,123,-9999
GHCND:UKM00003334,MANCHESTER UK,20020502,134,56
GHCND:UKM00003334,MANCHESTER UK,20020503,141,60
GHCND:UKM00003334,MANCHESTER UK,20020504,137,39
GHCND:UKM00003334,MANCHESTER UK,20020505,157,63
GHCND:UKM00003334,MANCHESTER UK,20020506,-9999,76
GHCND:UKM00003334,MANCHESTER UK,20020507,148,79
GHCND:UKM00003334,MANCHESTER UK,20020508,-9999,68
GHCND:UKM00003334,MANCHESTER UK,20020509,161,86
GHCND:UKM00003334,MANCHESTER UK,20020510,153,90
GHCND:UKM00003334,MANCHESTER UK,20020511,147,-9999
GHCND:UKM00003334,MANCHESTER UK,20020512,-9999,40
GHCND:UKM00003334,MANCHESTER UK,20020513,145,99
GHCND:UKM00003334,MANCHESTER UK,20020514,149,-9999
GHCND:UKM00003334,MANCHESTER UK,20020515,171,97
GHCND:UKM00003334,MANCHESTER UK,20020516,231,96
GHCND:UKM00003334,MANCHESTER UK,20020517,211,-9999
GHCND:UKM00003334,MANCHESTER UK,20020518,-9999,96
GHCND:UKM00003334,MANCHESTER UK,20020519,179,110
GHCND:UKM00003334,MANCHESTER UK,20020520,173,-9999
GHCND:UKM00003334,MANCHESTER UK,20020521,169,96
GHCND:UKM00003334,MANCHESTER UK,20020522,175,-9999
GHCND:UKM00003334,MANCHESTER UK,20020523,172,108
GHCND:UKM00003334,MANCHESTER UK,20020524,157,96
GHCND:UKM00003334,MANCHESTER UK,20020525,154,79
GHCND:UKM00003334,MANCHESTER UK,20020526,110,-9999
GHCND:UKM00003334,MANCHESTER UK,20020527,154,69
GHCND:UKM00003334,MANCHESTER UK,20020528,151,69
GHCND:UKM00003334,MANCHESTER UK,20020529,145,95
GHCND:UKM00003334,MANCHESTER UK,20020530,177,90
GHCND:UKM00003334,MANCHESTER UK,20020531,177,62
GHCND:UKM00003334,MANCHESTER UK,20020601,222,89
GHCND:UKM00003334,MANCHESTER UK,20020602,242,116
GHCND:UKM00003334,MANCHESTER UK,20020603,144,-9999
GHCND:UKM00003334,MANCHESTER UK,20020604,174,73
GHCND:UKM00003334,MANCHESTER UK,20020605,165,87
GHCND:UKM00003334,MANCHESTER UK,20020606,218,121
GHCND:UKM00003334,MANCHESTER UK,20020607,196,-9999
GHCND:UKM00003334,MANCHESTER UK,20020608,-9999,114
GHCND:UKM00003334,MANCHESTER UK,20020609,158,-9999
GHCND:UKM00003334,MANCHESTER UK,20020610,157,-9999
GHCND:UKM00003334,MANCHESTER UK,20020611,170,-9999
GHCND:UKM00003334,MANCHESTER UK,20020612,164,77
GHCND:UKM00003334,MANCHESTER UK,20020613,161,95
GHCND:UKM00003334,MANCHESTER UK,20020614,206,106
GHCND:UKM00003334,MANCHESTER UK,20020615,-9999,113
GHCND:UKM00003334,MANCHESTER UK,20020616,221,133
GHCND:UKM00003334,MANCHESTER UK,20020617,216,149
GHCND:UKM00003334,MANCHESTER UK,20020620,201,118
GHCND:UKM00003334,MANCHESTER UK,20020621,172,109
GHCND:UKM00003334,MANCHESTER UK,20020622,183,-9999
GHCND:UKM00003334,MANCHESTER UK,20020623,176,95
GHCND:UKM00003334,MANCHESTER UK,20020624,184,84
GHCND:UKM00003334,MANCHESTER UK,20020625,176,-9999
GHCND:UKM00003334,MANCHESTER UK,20020626,170,86
GHCND:UKM00003334,MANCHESTER UK,20020627,170,88
GHCND:UKM00003334,MANCHESTER UK,20020629,166,89
GHCND:UKM00003334,MANCHESTER UK,20020630,175,-9999
GHCND:UKM00003334,MANCHESTER UK,20020702,161,99
GHCND:UKM00003334,MANCHESTER UK,20020703,175,-9999
GHCND:UKM00003334,MANCHESTER UK,20020704,168,-9999
GHCND:UKM00003334,MANCHESTER UK,20020705,170,-9999
GHCND:UKM00003334,MANCHESTER UK,20020706,192,-9999
GHCND:UKM00003334,MANCHESTER UK,20020707,211,125
GHCND:UKM00003334,MANCHESTER UK,20020708,191,129
GHCND:UKM00003334,MANCHESTER UK,20020709,156,-9999
GHCND:UKM00003334,MANCHESTER UK,20020710,181,86
GHCND:UKM00003334,MANCHESTER UK,20020711,182,99
GHCND:UKM00003334,MANCHESTER UK,20020712,180,-9999
GHCND:UKM00003334,MANCHESTER UK,20020713,215,75
GHCND:UKM00003334,MANCHESTER UK,20020714,231,95
GHCND:UKM00003334,MANCHESTER UK,20020715,243,123
GHCND:UKM00003334,MANCHESTER UK,20020716,204,-9999
GHCND:UKM00003334,MANCHESTER UK,20020717,183,123
GHCND:UKM00003334,MANCHESTER UK,20020718,210,106
GHCND:UKM00003334,MANCHESTER UK,20020720,183,114
GHCND:UKM00003334,MANCHESTER UK,20020721,191,-9999
GHCND:UKM00003334,MANCHESTER UK,20020723,190,-9999
GHCND:UKM00003334,MANCHESTER UK,20020724,173,-9999
GHCND:UKM00003334,MANCHESTER UK,20020725,200,-9999
GHCND:UKM00003334,MANCHESTER UK,20020726,231,155
GHCND:UKM00003334,MANCHESTER UK,20020727,232,-9999
GHCND:UKM00003334,MANCHESTER UK,20020728,242,-9999
GHCND:UKM00003334,MANCHESTER UK,20020729,271,157
GHCND:UKM00003334,MANCHESTER UK,20020730,202,-9999
GHCND:UKM00003334,MANCHESTER UK,20020731,184,150
GHCND:UKM00003334,MANCHESTER UK,20020802,180,-9999
GHCND:UKM00003334,MANCHESTER UK,20020803,234,107
GHCND:UKM00003334,MANCHESTER UK,20020804,209,145
GHCND:UKM00003334,MANCHESTER UK,20020805,221,137
GHCND:UKM00003334,MANCHESTER UK,20020806,227,150
GHCND:UKM00003334,MANCHESTER UK,20020808,175,105
GHCND:UKM00003334,MANCHESTER UK,20020811,175,-9999
GHCND:UKM00003334,MANCHESTER UK,20020812,195,137
GHCND:UKM00003334,MANCHESTER UK,20020813,223,147
GHCND:UKM00003334,MANCHESTER UK,20020814,232,157
GHCND:UKM00003334,MANCHESTER UK,20020815,197,-9999
GHCND:UKM00003334,MANCHESTER UK,20020816,224,79
GHCND:UKM00003334,MANCHESTER UK,20020817,271,-9999
GHCND:UKM00003334,MANCHESTER UK,20020819,193,-9999
GHCND:UKM00003334,MANCHESTER UK,20020820,203,-9999
GHCND:UKM00003334,MANCHESTER UK,20020821,213,100
GHCND:UKM00003334,MANCHESTER UK,20020822,214,99
GHCND:UKM00003334,MANCHESTER UK,20020823,198,-9999
GHCND:UKM00003334,MANCHESTER UK,20020824,-9999,138
GHCND:UKM00003334,MANCHESTER UK,20020825,196,-9999
GHCND:UKM00003334,MANCHESTER UK,20020826,210,108
GHCND:UKM00003334,MANCHESTER UK,20020827,223,-9999
GHCND:UKM00003334,MANCHESTER UK,20020830,-9999,127
GHCND:UKM00003334,MANCHESTER UK,20020831,173,-9999
GHCND:UKM00003334,MANCHESTER UK,20020901,-9999,58
GHCND:UKM00003334,MANCHESTER UK,20020902,206,78
GHCND:UKM00003334,MANCHESTER UK,20020903,207,127
GHCND:UKM00003334,MANCHESTER UK,20020904,205,-9999
GHCND:UKM00003334,MANCHESTER UK,20020905,-9999,120
GHCND:UKM00003334,MANCHESTER UK,20020906,163,-9999
GHCND:UKM00003334,MANCHESTER UK,20020907,184,-9999
GHCND:UKM00003334,MANCHESTER UK,20020908,184,94
GHCND:UKM00003334,MANCHESTER UK,20020909,154,-9999
GHCND:UKM00003334,MANCHESTER UK,20020910,192,-9999
GHCND:UKM00003334,MANCHESTER UK,20020911,220,86
GHCND:UKM00003334,MANCHESTER UK,20020912,229,148
GHCND:UKM00003334,MANCHESTER UK,20020914,187,119
GHCND:UKM00003334,MANCHESTER UK,20020915,184,128
GHCND:UKM00003334,MANCHESTER UK,20020916,171,130
GHCND:UKM00003334,MANCHESTER UK,20020917,176,127
GHCND:UKM00003334,MANCHESTER UK,20020918,-9999,130
GHCND:UKM00003334,MANCHESTER UK,20020919,163,108
GHCND:UKM00003334,MANCHESTER UK,20020920,188,119
GHCND:UKM00003334,MANCHESTER UK,20020921,190,93
GHCND:UKM00003334,MANCHESTER UK,20020922,164,-9999
GHCND:UKM00003334,MANCHESTER UK,20020923,178,67
GHCND:UKM00003334,MANCHESTER UK,20020925,170,55
GHCND:UKM00003334,MANCHESTER UK,20020926,-9999,104
GHCND:UKM00003334,MANCHESTER UK,20020928,161,119
GHCND:UKM00003334,MANCHESTER UK,20020930,202,105
GHCND:UKM00003334,MANCHESTER UK,20021001,216,108
GHCND:UKM00003334,MANCHESTER UK,20021002,-9999,113
GHCND:UKM00003334,MANCHESTER UK,20021003,181,-9999
GHCND:UKM00003334,MANCHESTER UK,20021004,173,74
GHCND:UKM00003334,MANCHESTER UK,20021005,-9999,99
GHCND:UKM00003334,MANCHESTER UK,20021006,176,-9999
GHCND:UKM00003334,MANCHESTER UK,20021007,162,-9999
GHCND:UKM00003334,MANCHESTER UK,20021008,150,-9999
GHCND:UKM00003334,MANCHESTER UK,20021009,145,76
GHCND:UKM00003334,MANCHESTER UK,20021010,-9999,94
GHCND:UKM00003334,MANCHESTER UK,20021012,142,-9999
GHCND:UKM00003334,MANCHESTER UK,20021013,111,34
GHCND:UKM00003334,MANCHESTER UK,20021014,126,-9999
GHCND:UKM00003334,MANCHESTER UK,20021015,105,55
GHCND:UKM00003334,MANCHESTER UK,20021016,111,-9999
GHCND:UKM00003334,MANCHESTER UK,20021017,104,-9999
GHCND:UKM00003334,MANCHESTER UK,20021018,113,-9999
GHCND:UKM00003334,MANCHESTER UK,20021019,103,-9999
GHCND:UKM00003334,MANCHESTER UK,20021020,-9999,13
GHCND:UKM00003334,MANCHESTER UK,20021021,-9999,53
GHCND:UKM00003334,MANCHESTER UK,20021022,163,-9999
GHCND:UKM00003334,MANCHESTER UK,20021023,96,-9999
GHCND:UKM00003334,MANCHESTER UK,20021024,112,19
GHCND:UKM00003334,MANCHESTER UK,20021025,143,-9999
GHCND:UKM00003334,MANCHESTER UK,20021026,127,-9999
GHCND:UKM00003334,MANCHESTER UK,20021028,127,-9999
GHCND:UKM00003334,MANCHESTER UK,20021029,94,-9999
GHCND:UKM00003334,MANCHESTER UK,20021030,105,59
GHCND:UKM00003334,MANCHESTER UK,20021031,-9999,44
GHCND:UKM00003334,MANCHESTER UK,20021101,140,106
GHCND:UKM00003334,MANCHESTER UK,20021103,136,-9999
GHCND:UKM00003334,MANCHESTER UK,20021104,-9999,77
GHCND:UKM00003334,MANCHESTER UK,20021105,-9999,86
GHCND:UKM00003334,MANCHESTER UK,20021107,103,56
GHCND:UKM00003334,MANCHESTER UK,20021108,132,62
GHCND:UKM00003334,MANCHESTER UK,20021109,-9999,50
GHCND:UKM00003334,MANCHESTER UK,20021110,126,-9999
GHCND:UKM00003334,MANCHESTER UK,20021111,128,-9999
GHCND:UKM00003334,MANCHESTER UK,20021112,104,59
GHCND:UKM00003334,MANCHESTER UK,20021113,101,56
GHCND:UKM00003334,MANCHESTER UK,20021116,94,57
GHCND:UKM00003334,MANCHESTER UK,20021118,92,24
GHCND:UKM00003334,MANCHESTER UK,20021119,-9999,29
GHCND:UKM00003334,MANCHESTER UK,20021120,93,58
GHCND:UKM00003334,MANCHESTER UK,20021121,113,-9999
GHCND:UKM00003334,MANCHESTER UK,20021122,103,69
GHCND:UKM00003334,MANCHESTER UK,20021123,100,64
GHCND:UKM00003334,MANCHESTER UK,20021124,96,-9999
GHCND:UKM00003334,MANCHESTER UK,20021125,-9999,23
GHCND:UKM00003334,MANCHESTER UK,20021126,-9999,54
GHCND:UKM00003334,MANCHESTER UK,20021127,110,-9999
GHCND:UKM00003334,MANCHESTER UK,20021128,116,-9999
GHCND:UKM00003334,MANCHESTER UK,20021129,94,-9999
GHCND:UKM00003334,MANCHESTER UK,20021130,-9999,68
GHCND:UKM00003334,MANCHESTER UK,20021201,113,69
GHCND:UKM00003334,MANCHESTER UK,20021203,-9999,55
GHCND:UKM00003334,MANCHESTER UK,20021204,82,-9999
GHCND:UKM00003334,MANCHESTER UK,20021206,81,41
GHCND:UKM00003334,MANCHESTER UK,20021207,64,-9999
GHCND:UKM00003334,MANCHESTER UK,20021209,61,25
GHCND:UKM00003334,MANCHESTER UK,20021210,-9999,25
GHCND:UKM00003334,MANCHESTER UK,20021212,31,-9999
GHCND:UKM00003334,MANCHESTER UK,20021214,-9999,48
GHCND:UKM00003334,MANCHESTER UK,20021215,60,-9999
GHCND:UKM00003334,MANCHESTER UK,20021216,53,-9999
GHCND:UKM00003334,MANCHESTER UK,20021218,51,-32
GHCND:UKM00003334,MANCHESTER UK,20021219,61,-11
GHCND:UKM00003334,MANCHESTER UK,20021220,41,3
GHCND:UKM00003334,MANCHESTER UK,20021222,94,34
GHCND:UKM00003334,MANCHESTER UK,20021223,120,74
GHCND:UKM00003334,MANCHESTER UK,20021224,-9999,90
GHCND:UKM00003334,MANCHESTER UK,20021227,103,-9999
GHCND:UKM00003334,MANCHESTER UK,20021228,96,-9999
GHCND:UKM00003334,MANCHESTER UK,20021231,52,28
GHCND:UKM00003334,MANCHESTER UK,20030101,97,-9999
GHCND:UKM00003334,MANCHESTER UK,20030102,82,-9999
GHCND:UKM00003334,MANCHESTER UK,20030103,56,-9999
GHCND:UKM00003334,MANCHESTER UK,20030104,47,-9999
GHCND:UKM00003334,MANCHESTER UK,20030105,41,-50
GHCND:UKM00003334,MANCHESTER UK,20030106,32,-45
GHCND:UKM00003334,MANCHESTER UK,20030107,-9999,-36
GHCND:UKM00003334,MANCHESTER UK,20030108,33,-27
GHCND:UKM00003334,MANCHESTER UK,20030109,54,-9999
GHCND:UKM00003334,MANCHESTER UK,20030110,50,7
GHCND:UKM00003334,MANCHESTER UK,20030111,41,-9999
GHCND:UKM00003334,MANCHESTER UK,20030112,-9999,-23
GHCND:UKM00003334,MANCHESTER UK,20030113,-9999,47
GHCND:UKM00003334,MANCHESTER UK,20030114,110,-9999
GHCND:UKM00003334,MANCHESTER UK,20030115,100,-9999
GHCND:UKM00003334,MANCHESTER UK,20030117,95,-9999
GHCND:UKM00003334,MANCHESTER UK,20030118,83,-9999
GHCND:UKM00003334,MANCHESTER UK,20030119,83,-9999
GHCND:UKM00003334,MANCHESTER UK,20030120,110,38
GHCND:UKM00003334,MANCHESTER UK,20030121,91,46
GHCND:UKM00003334,MANCHESTER UK,20030122,86,-9999
GHCND:UKM00003334,MANCHESTER UK,20030124,104,19
GHCND:UKM00003334,MANCHESTER UK,20030125,111,-9999
GHCND:UKM00003334,MANCHESTER UK,20030126,-9999,37
GHCND:UKM00003334,MANCHESTER UK,20030127,121,-9999
GHCND:UKM00003334,MANCHESTER UK,20030129,62,-9999
GHCND:UKM00003334,MANCHESTER UK,20030131,23,-9999
GHCND:UKM00003334,MANCHESTER UK,20030201,82,2
GHCND:UKM00003334,MANCHESTER UK,20030202,64,-9999
GHCND:UKM00003334,MANCHESTER UK,20030203,50,-9999
GHCND:UKM00003334,MANCHESTER UK,20030204,54,-5
GHCND:UKM00003334,MANCHESTER UK,20030205,55,-9999
GHCND:UKM00003334,MANCHESTER UK,20030206,-9999,-26
GHCND:UKM00003334,MANCHESTER UK,20030207,-9999,50
GHCND:UKM00003334,MANCHESTER UK,20030208,102,76
GHCND:UKM00003334,MANCHESTER UK,20030209,87,-9999
GHCND:UKM00003334,MANCHESTER UK,20030210,73,-9999
GHCND:UKM00003334,MANCHESTER UK,20030211,93,-9999
GHCND:UKM00003334,MANCHESTER UK,20030212,-9999,16
GHCND:UKM00003334,MANCHESTER UK,20030214,54,-9999
GHCND:UKM00003334,MANCHESTER UK,20030215,85,-30
GHCND:UKM00003334,MANCHESTER UK,20030217,-9999,-47
GHCND:UKM00003334,MANCHESTER UK,20030218,54,-46
GHCND:UKM00003334,MANCHESTER UK,20030219,57,-16
GHCND:UKM00003334,MANCHESTER UK,20030220,70,-9999
GHCND:UKM00003334,MANCHESTER UK,20030222,81,3
GHCND:UKM00003334,MANCHESTER UK,20030223,127,37
GHCND:UKM00003334,MANCHESTER UK,20030224,-9999,30
GHCND:UKM00003334,MANCHESTER UK,20030226,-9999,47
GHCND:UKM00003334,MANCHESTER UK,20030227,-9999,67
GHCND:UKM00003334,MANCHESTER UK,20030228,110,-9999
GHCND:UKM00003334,MANCHESTER UK,20030301,104,34
GHCND:UKM00003334,MANCHESTER UK,20030302,115,-9999
GHCND:UKM00003334,MANCHESTER UK,20030303,105,20
GHCND:UKM00003334,MANCHESTER UK,20030304,134,66
GHCND:UKM00003334,MANCHESTER UK,20030306,120,-9999
GHCND:UKM00003334,MANCHESTER UK,20030307,-9999,32
GHCND:UKM00003334,MANCHESTER UK,20030309,124,-9999
GHCND:UKM00003334,MANCHESTER UK,20030310,124,67
GHCND:UKM00003334,MANCHESTER UK,20030311,126,-9999
GHCND:UKM00003334,MANCHESTER UK,20030312,87,47
GHCND:UKM00003334,MANCHESTER UK,20030313,76,-9999
GHCND:UKM00003334,MANCHESTER UK,20030314,120,-9999
GHCND:UKM00003334,MANCHESTER UK,20030315,-9999,18
GHCND:UKM00003334,MANCHESTER UK,20030316,-9999,9
GHCND:UKM00003334,MANCHESTER UK,20030317,-9999,20
GHCND:UKM00003334,MANCHESTER UK,20030318,110,-9999
GHCND:UKM00003334,MANCHESTER UK,20030319,-9999,3
GHCND:UKM00003334,MANCHESTER UK,20030320,-9999,17
GHCND:UKM00003334,MANCHESTER UK,20030321,142,-9999
GHCND:UKM00003334,MANCHESTER UK,20030322,145,-1
GHCND:UKM00003334,MANCHESTER UK,20030323,-9999,12
GHCND:UKM00003334,MANCHESTER UK,20030324,156,-9999
GHCND:UKM00003334,MANCHESTER UK,20030325,125,34
GHCND:UKM00003334,MANCHESTER UK,20030326,158,-9999
GHCND:UKM00003334,MANCHESTER UK,20030327,162,32
GHCND:UKM00003334,MANCHESTER UK,20030328,167,53
GHCND:UKM00003334,MANCHESTER UK,20030329,150,-9999
GHCND:UKM00003334,MANCHESTER UK,20030330,131,17
GHCND:UKM00003334,MANCHESTER UK,20030331,145,17
GHCND:UKM00003334,MANCHESTER UK,20030401,112,-9999
GHCND:UKM00003334,MANCHESTER UK,20030402,112,47
GHCND:UKM00003334,MANCHESTER UK,20030403,131,-9999
GHCND:UKM00003334,MANCHESTER UK,20030405,160,40
GHCND:UKM00003334,MANCHESTER UK,20030406,-9999,36
GHCND:UKM00003334,MANCHESTER UK,20030407,110,8
GHCND:UKM00003334,MANCHESTER UK,20030408,107,-5
GHCND:UKM00003334,MANCHESTER UK,20030409,100,-4
GHCND:UKM00003334,MANCHESTER UK,20030410,84,-9999
GHCND:UKM00003334,MANCHESTER UK,20030411,121,16
GHCND:UKM00003334,MANCHESTER UK,20030412,-9999,15
GHCND:UKM00003334,MANCHESTER UK,20030413,-9999,43
GHCND:UKM00003334,MANCHESTER UK,20030414,189,107
GHCND:UKM00003334,MANCHESTER UK,20030415,232,-9999
GHCND:UKM00003334,MANCHESTER UK,20030416,251,102
GHCND:UKM00003334,MANCHESTER UK,20030417,-9999,118
GHCND:UKM00003334,MANCHESTER UK,20030418,203,89
GHCND:UKM00003334,MANCHESTER UK,20030420,125,69
GHCND:UKM00003334,MANCHESTER UK,20030421,166,-9999
GHCND:UKM00003334,MANCHESTER UK,20030422,-9999,54
GHCND:UKM00003334,MANCHESTER UK,20030423,-9999,44
GHCND:UKM00003334,MANCHESTER UK,20030424,-9999,49
GHCND:UKM00003334,MANCHESTER UK,20030425,143,-9999
GHCND:UKM00003334,MANCHESTER UK,20030426,152,-9999
GHCND:UKM00003334,MANCHESTER UK,20030427,162,-9999
GHCND:UKM00003334,MANCHESTER UK,20030428,171,95
GHCND:UKM00003334,MANCHESTER UK,20030429,153,-9999
GHCND:UKM00003334,MANCHESTER UK,20030430,143,-9999
GHCND:UKM00003334,MANCHESTER UK,20030501,135,69
GHCND:UKM00003334,MANCHESTER UK,20030502,132,78
GHCND:UKM00003334,MANCHESTER UK,20030503,130,70
GHCND:UKM00003334,MANCHESTER UK,20030504,-9999,98
GHCND:UKM00003334,MANCHESTER UK,20030505,135,-9999
GHCND:UKM00003334,MANCHESTER UK,20030506,142,-9999
GHCND:UKM00003334,MANCHESTER UK,20030507,-9999,71
GHCND:UKM00003334,MANCHESTER UK,20030508,148,-9999
GHCND:UKM00003334,MANCHESTER UK,20030509,160,57
GHCND:UKM00003334,MANCHESTER UK,20030510,150,-9999
GHCND:UKM00003334,MANCHESTER UK,20030511,147,47
GHCND:UKM00003334,MANCHESTER UK,20030512,-9999,57
GHCND:UKM00003334,MANCHESTER UK,20030513,-9999,47
GHCND:UKM00003334,MANCHESTER UK,20030514,133,-9999
GHCND:UKM00003334,MANCHESTER UK,20030515,144,24
GHCND:UKM00003334,MANCHESTER UK,20030516,-9999,70
GHCND:UKM00003334,MANCHESTER UK,20030517,150,98
GHCND:UKM00003334,MANCHESTER UK,20030519,154,76
GHCND:UKM00003334,MANCHESTER UK,20030520,130,75
GHCND:UKM00003334,MANCHESTER UK,20030521,150,-9999
GHCND:UKM00003334,MANCHESTER UK,20030522,143,114
GHCND:UKM00003334,MANCHESTER UK,20030524,162,-9999
GHCND:UKM00003334,MANCHESTER UK,20030525,161,74
GHCND:UKM00003334,MANCHESTER UK,20030526,176,68
GHCND:UKM00003334,MANCHESTER UK,20030527,174,119
GHCND:UKM00003334,MANCHESTER UK,20030528,215,126
GHCND:UKM00003334,MANCHESTER UK,20030529,-9999,128
GHCND:UKM00003334,MANCHESTER UK,20030530,241,-9999
GHCND:UKM00003334,MANCHESTER UK,20030531,266,129
GHCND:UKM00003334,MANCHESTER UK,20030601,232,118
GHCND:UKM00003334,MANCHESTER UK,20030602,203,-9999
GHCND:UKM00003334,MANCHESTER UK,20030603,216,105
GHCND:UKM00003334,MANCHESTER UK,20030604,193,-9999
GHCND:UKM00003334,MANCHESTER UK,20030605,-9999,89
GHCND:UKM00003334,MANCHESTER UK,20030606,211,116
GHCND:UKM00003334,MANCHESTER UK,20030607,213,116
GHCND:UKM00003334,MANCHESTER UK,20030608,163,-9999
GHCND:UKM00003334,MANCHESTER UK,20030609,193,91
GHCND:UKM00003334,MANCHESTER UK,20030610,216,126
GHCND:UKM00003334,MANCHESTER UK,20030611,185,116
GHCND:UKM00003334,MANCHESTER UK,20030612,203,-9999
GHCND:UKM00003334,MANCHESTER UK,20030613,204,85
GHCND:UKM00003334,MANCHESTER UK,20030614,-9999,129
GHCND:UKM00003334,MANCHESTER UK,20030615,216,118
GHCND:UKM00003334,MANCHESTER UK,20030616,262,90
GHCND:UKM00003334,MANCHESTER UK,20030617,211,-9999
GHCND:UKM00003334,MANCHESTER UK,20030618,212,110
GHCND:UKM00003334,MANCHESTER UK,20030620,174,-9999
GHCND:UKM00003334,MANCHESTER UK,20030621,213,85
GHCND:UKM00003334,MANCHESTER UK,20030623,176,-9999
GHCND:UKM00003334,MANCHESTER UK,20030625,231,92
GHCND:UKM00003334,MANCHESTER UK,20030626,220,113
GHCND:UKM00003334,MANCHESTER UK,20030627,163,-9999
GHCND:UKM00003334,MANCHESTER UK,20030628,168,115
GHCND:UKM00003334,MANCHESTER UK,20030629,232,83
GHCND:UKM00003334,MANCHESTER UK,20030630,-9999,126
GHCND:UKM00003334,MANCHESTER UK,20030701,169,125
GHCND:UKM00003334,MANCHESTER UK,20030702,186,-9999
GHCND:UKM00003334,MANCHESTER UK,20030704,167,-9999
GHCND:UKM00003334,MANCHESTER UK,20030706,183,-9999
GHCND:UKM00003334,MANCHESTER UK,20030707,223,96
GHCND:UKM00003334,MANCHESTER UK,20030708,-9999,145
GHCND:UKM00003334,MANCHESTER UK,20030709,-9999,148
GHCND:UKM00003334,MANCHESTER UK,20030710,231,-9999
GHCND:UKM00003334,MANCHESTER UK,20030711,185,129
GHCND:UKM00003334,MANCHESTER UK,20030712,235,-9999
GHCND:UKM00003334,MANCHESTER UK,20030713,-9999,117
GHCND:UKM00003334,MANCHESTER UK,20030714,284,-9999
GHCND:UKM00003334,MANCHESTER UK,20030715,-9999,147
GHCND:UKM00003334,MANCHESTER UK,20030716,306,190
GHCND:UKM00003334,MANCHESTER UK,20030717,210,-9999
GHCND:UKM00003334,MANCHESTER UK,20030718,242,-9999
GHCND:UKM00003334,MANCHESTER UK,20030719,237,-9999
GHCND:UKM00003334,MANCHESTER UK,20030720,223,135
GHCND:UKM00003334,MANCHESTER UK,20030722,213,126
GHCND:UKM00003334,MANCHESTER UK,20030723,-9999,138
GHCND:UKM00003334,MANCHESTER UK,20030724,197,-9999
GHCND:UKM00003334,MANCHESTER UK,20030725,172,-9999
GHCND:UKM00003334,MANCHESTER UK,20030726,216,-9999
GHCND:UKM00003334,MANCHESTER UK,20030727,181,-9999
GHCND:UKM00003334,MANCHESTER UK,20030728,209,108
GHCND:UKM00003334,MANCHESTER UK,20030729,191,158
GHCND:UKM00003334,MANCHESTER UK,20030730,216,148
GHCND:UKM00003334,MANCHESTER UK,20030731,-9999,139
GHCND:UKM00003334,MANCHESTER UK,20030802,213,110
GHCND:UKM00003334,MANCHESTER UK,20030803,234,-9999
GHCND:UKM00003334,MANCHESTER UK,20030804,-9999,114
GHCND:UKM00003334,MANCHESTER UK,20030805,289,-9999
GHCND:UKM00003334,MANCHESTER UK,20030808,266,-9999
GHCND:UKM00003334,MANCHESTER UK,20030809,-9999,158
GHCND:UKM00003334,MANCHESTER UK,20030810,242,-9999
GHCND:UKM00003334,MANCHESTER UK,20030811,250,-9999
GHCND:UKM00003334,MANCHESTER UK,20030814,222,-9999
GHCND:UKM00003334,MANCHESTER UK,20030815,229,99
GHCND:UKM00003334,MANCHESTER UK,20030816,232,123
GHCND:UKM00003334,MANCHESTER UK,20030817,227,129
GHCND:UKM00003334,MANCHESTER UK,20030819,189,-9999
GHCND:UKM00003334,MANCHESTER UK,20030820,193,108
GHCND:UKM00003334,MANCHESTER UK,20030821,216,-9999
GHCND:UKM00003334,MANCHESTER UK,20030822,200,157
GHCND:UKM00003334,MANCHESTER UK,20030823,222,168
GHCND:UKM00003334,MANCHESTER UK,20030824,243,-9999
GHCND:UKM00003334,MANCHESTER UK,20030825,-9999,150
GHCND:UKM00003334,MANCHESTER UK,20030827,207,-9999
GHCND:UKM00003334,MANCHESTER UK,20030828,145,-9999
GHCND:UKM00003334,MANCHESTER UK,20030830,178,45
GHCND:UKM00003334,MANCHESTER UK,20030831,163,79
GHCND:UKM00003334,MANCHESTER UK,20030901,-9999,95
GHCND:UKM00003334,MANCHESTER UK,20030902,184,87
GHCND:UKM00003334,MANCHESTER UK,20030903,206,-9999
GHCND:UKM00003334,MANCHESTER UK,20030904,-9999,125
GHCND:UKM00003334,MANCHESTER UK,20030905,221,115
GHCND:UKM00003334,MANCHESTER UK,20030906,183,-9999
GHCND:UKM00003334,MANCHESTER UK,20030907,195,82
GHCND:UKM00003334,MANCHESTER UK,20030908,153,-9999
GHCND:UKM00003334,MANCHESTER UK,20030909,165,68
GHCND:UKM00003334,MANCHESTER UK,20030911,204,76
GHCND:UKM00003334,MANCHESTER UK,20030912,187,82
GHCND:UKM00003334,MANCHESTER UK,20030913,230,117
GHCND:UKM00003334,MANCHESTER UK,20030914,243,127
GHCND:UKM00003334,MANCHESTER UK,20030915,246,136
GHCND:UKM00003334,MANCHESTER UK,20030916,243,92
GHCND:UKM00003334,MANCHESTER UK,20030917,-9999,126
GHCND:UKM00003334,MANCHESTER UK,20030919,183,-9999
GHCND:UKM00003334,MANCHESTER UK,20030921,-9999,76
GHCND:UKM00003334,MANCHESTER UK,20030922,172,-9999
